,source,target
990,TFAP2D,FAM168A
991,TFAP2D,TRAF1
992,TFAP2D,ZMYND12
993,TFAP2D,PITX1
994,TFAP2D,CAMK2A
995,TFAP2D,MLH1
996,TFAP2D,KLHL20
997,TFAP2D,KRT31
998,TFAP2D,CARD10
999,TFAP2D,CEP76
1000,TFAP2D,OIP5
1001,TFAP2D,GYS1
1002,TFAP2D,TLE5
1003,TFAP2D,CNFN
1004,TFAP2D,AGR2
1005,TFAP2D,TNS2
1006,TFAP2D,KRT34
1007,TFAP2D,GUCD1
1008,TFAP2D,SLAIN1
1009,TFAP2D,ADAMTSL4
1010,TFAP2D,SSC4D
1011,TFAP2D,ADAM12
1012,TFAP2D,TRIM42
1013,TFAP2D,BAG4
1014,TFAP2D,PSMB4
1015,TFAP2D,IKZF3
1016,TFAP2D,SPRY1
1017,TFAP2D,RAD54L2
1018,TFAP2D,TSC1
1019,TFAP2D,USP54
1020,TFAP2D,TEPSIN
1021,TFAP2D,VPS37C
1022,TFAP2D,HOXD12
1023,TFAP2D,TEX37
1024,TFAP2D,KRTAP11-1
1025,TFAP2D,KRTAP6-1
1026,TFAP2D,SIVA1
1027,TFAP2D,KRTAP19-6
1028,TFAP2D,KRTAP6-2
1029,TFAP2D,KRTAP19-2
1030,TFAP2D,KRTAP15-1
1031,TFAP2D,KRTAP10-8
1032,TFAP2D,KRTAP1-1
1033,TFAP2D,PLEKHG4
1034,TFAP2D,INCA1
1035,TFAP2D,CYSRT1
1036,TFAP2D,KRTAP26-1
1037,TFAP2D,KPRP
1038,TFAP2D,CSNK2B
1039,TFAP2D,KRTAP9-3
1040,TFAP2D,KRTAP12-3
1041,TFAP2D,CDPF1
1042,TFAP2D,PRR22
1043,TFAP2D,KRTAP2-3
1044,TFAP2D,KRTAP6-3
1045,TFAP2D,KRTAP2-4
1046,TFAP2D,FAM166B
1047,TFAP2D,KRTAP1-3
1048,TFAP2D,KRTAP9-2
1049,TFAP2D,KRTAP19-7
1050,TFAP2D,KRTAP10-7
1051,TFAP2D,KRTAP7-1
1052,CYTH3,IFI35
1053,CYTH3,IPCEF1
1054,CYTH3,ARFIP2
1055,CYTH3,CNKSR1
1056,CYTH3,CCDC120
1057,SYPL1,RBFA
1058,SYPL1,PPIF
1059,SYPL1,SDCBP
1060,SYPL1,CIB3
1061,SYPL1,TARS2
1062,SYPL1,PBX3
1063,SYPL1,TEX44
1064,SYPL1,ARFGAP3
1065,CYB561,BEST2
1066,CYB561,SLC35C2
1067,CYB561,AQP6
1068,CYB561,SCD
1069,CYB561,BIK
1070,CYB561,HMOX1
1071,CYB561,VAPA
1072,CYB561,PLP2
1073,CYB561,SLC38A7
1074,CYB561,CDIPT
1075,CYB561,CD79A
1076,CYB561,FKBP8
1077,CYB561,BET1
1078,CYB561,GOSR2
1079,CYB561,OPRM1
1080,CYB561,BNIP1
1081,CYB561,EHHADH
1082,CYB561,REEP6
1083,CYB561,DARS2
1084,CYB561,SEC22A
1085,CYB561,ORMDL2
1086,CYB561,VAPB
1087,CYB561,ERGIC3
1088,CYB561,GGT7
1089,CYB561,TMEM128
1090,CYB561,ERG28
1091,CYB561,SLC19A3
1092,CYB561,TMEM14B
1093,CYB561,CMTM2
1094,CYB561,SLC39A1
1095,CYB561,EBP
1096,CYB561,SERP2
1097,CYB561,ZDHHC7
1098,CYB561,EDA
1099,CYB561,TM4SF18
1100,CYB561,GPX8
1101,CYB561,TMEM65
1102,CYB561,SSMEM1
1103,CYB561,SLC39A2
1104,CYB561,STX3
1105,CYB561,TSNARE1
1106,CYB561,LPAR3
1107,CYB561,GPR152
1108,CYB561,TMEM11
1109,CYB561,EFNA5
1110,CYB561,TMEM179B
1111,CYB561,ANKRD46
1112,CYB561,TMPPE
1113,CYB561,GIMAP5
1114,CYB561,LHFPL5
1115,CYB561,UBE2J1
1116,CYB561,SYNJ2BP
1117,CYB561,TREX1
1118,CYB561,CLDN9
1119,CYB561,TMEM242
1120,CYB561,SMIM1
1121,PLEKHG6,CEP55
1122,SS18L2,EMC2
1123,SS18L2,GNG3
1124,SS18L2,YY1AP1
1125,SS18L2,TMEM17
1126,SS18L2,LYPD6
1127,SS18L2,MBD5
1128,MGST1,FXYD3
1129,MGST1,EGF
1130,MGST1,VIP
1131,MGST1,FZD7
1132,MGST1,TNFRSF10C
1133,MGST1,SIGLEC12
1134,NFIX,MLH1
1135,NFIX,QRICH1
1136,MMP25,MEOX2
1137,MAPK8IP2,HOXC8
1138,CSDE1,HID1
1139,PAX7,HOMER3
1140,PAX7,MAGOHB
1141,PAX7,C1orf109
1142,PAX7,CT55
1143,PAX7,CIB1
1144,PAX7,KRTAP19-7
1145,TRAF3IP3,CEP68
1146,TRAF3IP3,STMN4
1147,TRAF3IP3,ZRANB1
1148,TRAF3IP3,PLEKHO1
1149,TRAF3IP3,CREB3L3
1150,TRAF3IP3,SP100
1151,TRAF3IP3,OSBPL3
1152,TRAF3IP3,COQ9
1153,TRAF3IP3,CBARP
1154,TRAF3IP3,EMD
1155,TRAF3IP3,STX4
1156,TRAF3IP3,STX1A
1157,TRAF3IP3,CCNC
1158,TRAF3IP3,CEP70
1159,TRAF3IP3,GORAB
1160,TRAF3IP3,FAM209A
1161,TRAF3IP3,CCDC136
1162,TRAF3IP3,FATE1
1163,TRAF3IP3,EBAG9
1164,TRAF3IP3,KASH5
1165,TRAF3IP3,RACGAP1
1166,TRAF3IP3,CCDC138
1167,TRAF3IP3,RIC3
1168,TRAF3IP3,CPLX4
1169,TRAF3IP3,NDEL1
1170,TRAF3IP3,GOLM2
1171,TRAF3IP3,CCDC88B
1172,TRAF3IP3,MFF
1173,TRAF3IP3,MINAR1
1174,TRAF3IP3,KRT27
1175,TRAF3IP3,GRAMD2A
1176,TRAF3IP3,LRRC25
1177,TRAF3IP3,TMEM139
1178,TRAF3IP3,EVI2B
1179,TRAF3IP3,RILPL1
1180,TRAF3IP3,GOLGA6L9
1181,TRAF3IP3,L3MBTL3
1182,TRAF3IP3,LIME1
1183,TRAF3IP3,KIR2DL3
1184,VTA1,ZBTB16
1185,VTA1,CCNC
1186,VTA1,CHMP1A
1187,VTA1,TEAD4
1188,VTA1,CHMP1B
1189,METTL13,TRAF2
1190,METTL13,THAP1
1191,STARD3NL,HCST
1192,CD9,ODF4
1193,HHATL,PVR
1194,HHATL,FKBP7
1195,HHATL,FAM209A
1196,HHATL,ERGIC3
1197,HHATL,CISD2
1198,HHATL,SUSD3
1199,HHATL,CXCL16
1200,HHATL,C4orf3
1201,HHATL,GPX8
1202,HHATL,CPLX4
1203,HHATL,FNDC9
1204,HHATL,GPR152
1205,HHATL,AMIGO1
1206,HHATL,MUC1
1207,HHATL,TMX2
1208,HHATL,MILR1
1209,PHF7,UBE2D2
1210,SEMA3G,DESI2
1211,FUZ,CPLANE2
1212,ZNF200,FHL2
1213,LRRC23,CEP55
1214,SCMH1,HPCAL4
1215,SCMH1,SFMBT1
1216,SCMH1,SFMBT2
1217,FYN,BCAR1
1218,FYN,DLGAP4
1219,FYN,EFS
1220,FYN,MEOX2
1221,FYN,CBLB
1222,FYN,ERRFI1
1223,FYN,BAG4
1224,FYN,FAM90A1
1225,FYN,DTX3
1226,FMO1,LEPROTL1
1227,FMO1,SLC10A6
1228,FMO1,MFSD14B
1229,FMO1,REEP4
1230,FMO1,GRINA
1231,ELOA,RABEP1
1232,ELOA,LZTS1
1233,ELOA,PRDM6
1234,ELOA,EVI5
1235,ELOA,GRIPAP1
1236,ELOA,GMCL1
1237,ELOA,HIVEP1
1238,ELOA,SPECC1L
1239,ELOA,PRMT5
1240,ELOA,MID1
1241,ELOA,KXD1
1242,ELOA,TRIM37
1243,ELOA,CDR2L
1244,ELOA,KLHL2
1245,ELOA,BACH2
1246,ELOA,MDFI
1247,ELOA,FXR1
1248,ELOA,FCHO1
1249,ELOA,PPFIA1
1250,ELOA,PER2
1251,ELOA,PLK4
1252,ELOA,TP53BP2
1253,ELOA,NAF1
1254,ELOA,TNIP1
1255,ELOA,GOLGA6A
1256,ELOA,NACC1
1257,ELOA,NAB2
1258,ELOA,NFKBID
1259,ELOA,AXIN2
1260,ELOA,CNTROB
1261,ELOA,MCC
1262,ELOA,CCDC57
1263,ELOA,ZNF792
1264,ELOA,KANK2
1265,ELOA,HOMEZ
1266,LYPLA2,INCA1
1267,ABHD5,SH3GLB1
1268,ABHD5,MIEF1
1269,ABHD5,TPD52L2
1270,ABHD5,RNF24
1271,ABHD5,RBFA
1272,ABHD5,PLIN3
1273,ABHD5,PCNX2
1274,ABHD5,GAD2
1275,ABHD5,TMEM14B
1276,ABHD5,SLC44A3
1277,ABHD5,PLIN2
1278,ABHD5,GRIA4
1279,ABHD5,RUSC1
1280,ABHD5,COQ8A
1281,ABHD5,CERCAM
1282,ABHD5,ZCCHC12
1283,ABHD5,TMEM31
1284,ABHD5,GET1
1285,ABHD5,DGAT2L6
1286,ANOS1,NCALD
1287,ANOS1,UBQLN1
1288,AKAP8L,SAMD4A
1289,AKAP8L,DMRT3
1290,AKAP8L,PITX1
1291,AKAP8L,PATZ1
1292,AKAP8L,TRIB3
1293,AKAP8L,CSTF2
1294,AKAP8L,HSF4
1295,AKAP8L,TLE5
1296,AKAP8L,HEMK1
1297,AKAP8L,PCDHB14
1298,AKAP8L,ENKD1
1299,AKAP8L,SNRPC
1300,AKAP8L,GPS2
1301,AKAP8L,ABI2
1302,AKAP8L,CREB5
1303,AKAP8L,CCDC120
1304,AKAP8L,TIAL1
1305,AKAP8L,CARHSP1
1306,AKAP8L,TEKT5
1307,AKAP8L,SAXO1
1308,AKAP8L,SH3RF2
1309,AKAP8L,TENT5B
1310,AKAP8L,CCDC24
1311,AKAP8L,RUSC1
1312,AKAP8L,PPP1R32
1313,AKAP8L,PRKAA2
1314,AKAP8L,PEF1
1315,AKAP8L,TEKT4
1316,AKAP8L,CNNM3
1317,AKAP8L,RAMAC
1318,AKAP8L,FOXD4
1319,AKAP8L,ATPAF2
1320,AKAP8L,CATSPER1
1321,AKAP8L,TSGA10IP
1322,AKAP8L,MYPOP
1323,AKAP8L,WDR25
1324,AKAP8L,CSTF2T
1325,AKAP8L,MYOZ1
1326,AKAP8L,ZNF366
1327,AKAP8L,DGCR6
1328,AKAP8L,HGS
1329,AKAP8L,PLEKHN1
1330,AKAP8L,RTP5
1331,AKAP8L,INCA1
1332,AKAP8L,LAGE3
1333,AKAP8L,KPRP
1334,AKAP8L,GPANK1
1335,AKAP8L,TMSB4X
1336,RNF216,FAM168A
1337,RNF216,CAPN15
1338,RNF216,USP5
1339,RNF216,TNFAIP3
1340,RNF216,OPTN
1341,RNF216,UBAC1
1342,RNF216,UBASH3B
1343,RNF216,UBE2L6
1344,RNF216,MORC3
1345,RNF216,UBASH3A
1346,RNF216,ZFAND2A
1347,RNF216,YOD1
1348,RNF216,UBE2L3
1349,TTC19,FAM136A
1350,TTC19,DMRT3
1351,TTC19,FH
1352,TTC19,MLN
1353,TTC19,NME4
1354,TTC19,SH2D4A
1355,TTC19,SMG9
1356,TTC19,POU6F2
1357,TTC19,RBP1
1358,TTC19,GORASP2
1359,TTC19,TBX2
1360,TTC19,C20orf85
1361,TTC19,USP20
1362,TTC19,FTO
1363,TTC19,RUSC1
1364,TTC19,PRR35
1365,TTC19,MXRA8
1366,TTC19,USP54
1367,TTC19,COA6
1368,TTC19,LDB2
1369,TTC19,HOXD12
1370,TTC19,AGXT
1371,TTC19,IHO1
1372,TTC19,TCAP
1373,TTC19,WASHC1
1374,TTC19,SHISA6
1375,TTC19,FAM217B
1376,TTC19,APRT
1377,TTC19,L3MBTL3
1378,TTC19,GPANK1
1379,TTC19,ZNF688
1380,TTC19,SLC22A18AS
1381,DPF1,PHF1
1382,QPCTL,OLFM4
1383,QPCTL,C3orf52
1384,CEP68,TSNAX
1385,CEP68,USHBP1
1386,CEP68,COG2
1387,CEP68,CTBP2
1388,CEP68,HGS
1389,ZBTB32,ZBTB32
1390,ZBTB32,ANKS1A
1391,ZBTB32,PITX1
1392,ZBTB32,CAMK2A
1393,ZBTB32,PATZ1
1394,ZBTB32,TNPO2
1395,ZBTB32,ATXN1
1396,ZBTB32,CDKN2D
1397,ZBTB32,RHOXF2
1398,ZBTB32,BLK
1399,ZBTB32,SPAG8
1400,ZBTB32,MIEN1
1401,ZBTB32,CCDC102B
1402,ZBTB32,VENTX
1403,ZBTB32,BOLL
1404,ZBTB32,RBPMS
1405,ZBTB32,OXER1
1406,ZBTB32,TLX3
1407,ZBTB32,RBPMS2
1408,ZBTB32,HNRNPF
1409,ZBTB32,TEX37
1410,ZBTB32,SHARPIN
1411,ZBTB32,DAZAP2
1412,ZBTB32,KRTAP8-1
1413,ZBTB32,KRTAP6-1
1414,ZBTB32,WWOX
1415,ZBTB32,KRTAP6-2
1416,ZBTB32,KRTAP15-1
1417,ZBTB32,KRTAP19-5
1418,ZBTB32,PRR20B
1419,ZBTB32,PRR20A
1420,ZBTB32,KRTAP6-3
1421,ZBTB32,ATXN1L
1422,ZBTB32,PRR20D
1423,ZBTB32,PRR20C
1424,ZBTB32,PRR20E
1425,ZBTB32,MYO15B
1426,TYROBP,TMEM86A
1427,TYROBP,SLC35B4
1428,LDAF1,SEC22A
1429,LDAF1,GAD2
1430,LDAF1,TMEM19
1431,LDAF1,SYT16
1432,LDAF1,SLC48A1
1433,ERCC1,XPA
1434,ERCC1,GAS8
1435,CD22,TMEM140
1436,CD22,NTAQ1
1437,CD22,ANKRD46
1438,SEMA3B,TRIP13
1439,SEMA3B,CARD10
1440,SEMA3B,PICK1
1441,SEMA3B,NAA10
1442,SEMA3B,MDFI
1443,SEMA3B,BOLL
1444,SEMA3B,HSF2BP
1445,SEMA3B,RBPMS2
1446,SEMA3B,KRTAP19-5
1447,SEMA3B,KRTAP10-8
1448,SEMA3B,KRTAP1-1
1449,SEMA3B,CYSRT1
1450,SEMA3B,KPRP
1451,SEMA3B,KRTAP10-9
1452,SEMA3B,KRTAP12-2
1453,SEMA3B,KRTAP5-9
1454,SEMA3B,NOTCH2NLA
1455,SEMA3B,NBPF19
1456,EXTL3,ATXN1
1457,NR1H4,RXRG
1458,NR1H4,RXRB
1459,ELOVL5,SLC39A9
1460,ELOVL5,STX7
1461,ELOVL5,HMOX1
1462,ELOVL5,PLP2
1463,ELOVL5,HMOX2
1464,ELOVL5,GOSR2
1465,ELOVL5,IGFBP5
1466,ELOVL5,TMEM243
1467,ELOVL5,TSNARE1
1468,ELOVL5,NINJ2
1469,ELOVL5,C2CD2L
1470,ELOVL5,SYS1
1471,ELOVL5,SYNJ2BP
1472,ALOX5,MEOX2
1473,ALOX5,HSD17B1
1474,ALOX5,TBC1D7
1475,ALOX5,CCDC174
1476,ALOX5,LCN1
1477,ALOX5,C10orf67
1478,ALOX5,CEP63
1479,ALOX5,NUTM1
1480,ALOX5,OOEP
1481,ALOX5,GATC
1482,CALCOCO1,DUSP13
1483,CALCOCO1,RNF8
1484,CALCOCO1,ENKD1
1485,CALCOCO1,GABARAPL1
1486,CALCOCO1,ZMAT2
1487,CALCOCO1,CWF19L2
1488,CALCOCO1,PRKAA2
1489,CALCOCO1,BFSP2
1490,CALCOCO1,CEP19
1491,EHD3,EHD1
1492,EHD3,ARL6IP1
1493,PSMC4,PSMC5
1494,PSMC4,PSMD10
1495,MAN2B2,APPBP2
1496,MAN2B2,FKBP7
1497,MAN2B2,CISD2
1498,MAN2B2,CREB3L1
1499,MAN2B2,GPX8
1500,MAN2B2,KCNK5
1501,MAN2B2,CPLX4
1502,MAN2B2,LIME1
1503,MAN2B2,KRTAP3-2
1504,SLC7A14,DCBLD2
1505,SLC7A14,MGLL
1506,SLC7A14,SCARF1
1507,SLC7A14,FKBP7
1508,SLC7A14,SCD
1509,SLC7A14,ERMP1
1510,SLC7A14,TECR
1511,SLC7A14,BET1
1512,SLC7A14,C1GALT1
1513,SLC7A14,IL10RA
1514,SLC7A14,BNIP1
1515,SLC7A14,FAM20B
1516,SLC7A14,YIPF4
1517,SLC7A14,UBIAD1
1518,SLC7A14,FAM209A
1519,SLC7A14,ADGRE2
1520,SLC7A14,APOL3
1521,SLC7A14,TMEM128
1522,SLC7A14,CBLIF
1523,SLC7A14,DERL1
1524,SLC7A14,BNIP2
1525,SLC7A14,CD53
1526,SLC7A14,AIG1
1527,SLC7A14,FATE1
1528,SLC7A14,FCER1G
1529,SLC7A14,ZFPL1
1530,SLC7A14,EOGT
1531,SLC7A14,SMCO4
1532,SLC7A14,CMTM5
1533,SLC7A14,VKORC1
1534,SLC7A14,NSG1
1535,SLC7A14,MFF
1536,SLC7A14,MMGT1
1537,SLC7A14,NINJ2
1538,SLC7A14,AGTRAP
1539,SLC7A14,TMEM31
1540,SLC7A14,YIPF6
1541,SLC7A14,TRARG1
1542,SLC7A14,ACSL5
1543,SLC7A14,CCDC167
1544,SLC7A14,PLPP6
1545,SLC7A14,LTC4S
1546,SLC7A14,TREX1
1547,SLC7A14,VAMP2
1548,SLC7A14,PRB1
1549,SLC7A14,CCL4L2
1550,CLDN11,TNFSF14
1551,CLDN11,KLRC1
1552,CLDN11,SPINT1
1553,CLDN11,FNDC9
1554,CLDN11,TMEM80
1555,CLDN11,SHISA3
1556,CLDN11,AMIGO1
1557,CLDN11,C16orf54
1558,CLDN11,ZP3
1559,CLDN11,SMIM3
1560,MVP,MVP
1561,MVP,FNDC3B
1562,MVP,TOLLIP
1563,MVP,DTX2
1564,MVP,NRF1
1565,MVP,NTAQ1
1566,MVP,UBTD2
1567,RWDD2A,ARHGEF6
1568,RWDD2A,MCMBP
1569,CLK1,LNX1
1570,CLK1,CLASRP
1571,CLK1,SRSF3
1572,CLK1,SRSF7
1573,CLK1,SRSF1
1574,CLK1,TRA2B
1575,CLK1,SRRM4
1576,CLK1,PDE9A
1577,CLK1,SH2B2
1578,CLK1,DVL3
1579,CLK1,CLK2
1580,CLK1,KRTAP10-6
1581,CLK1,SRSF10
1582,CLK1,KRTAP10-7
1583,RNF14,DACH1
1584,TACC3,TBC1D22B
1585,TACC3,KIZ
1586,TACC3,KLC1
1587,TACC3,GDF15
1588,TACC3,BEX2
1589,TACC3,NUP54
1590,TACC3,CIB3
1591,TACC3,C2CD6
1592,TACC3,RNF20
1593,TACC3,SPATA18
1594,TACC3,CDC20B
1595,TACC3,IQCD
1596,TACC3,NDEL1
1597,TACC3,BEX3
1598,TACC3,KLHL38
1599,TACC3,CCHCR1
1600,TACC3,ARHGDIG
1601,UFL1,CDK5RAP3
1602,CCDC88C,GNAI3
1603,YAF2,DNAAF6
1604,YAF2,MAPRE3
1605,YAF2,NUTF2
1606,YAF2,IFT57
1607,YAF2,INO80B
1608,YAF2,MARK1
1609,YAF2,PCDH17
1610,YAF2,RNF2
1611,YAF2,POLR3GL
1612,YAF2,ANP32B
1613,YAF2,EAF1
1614,YAF2,CAVIN1
1615,YAF2,LGALS7B
1616,YAF2,CD300LF
1617,YAF2,SPANXN3
1618,YAF2,TLK1
1619,YAF2,RING1
1620,YAF2,PPP1R11
1621,YAF2,LGALS7
1622,YAF2,SPANXN2
1623,WAS,WIPF1
1624,WAS,UBASH3A
1625,BID,DDIT4L
1626,MATR3,MATR3
1627,MATR3,TRAF1
1628,MATR3,RASD1
1629,MATR3,PTBP2
1630,MATR3,KRT34
1631,MATR3,TSGA10
1632,MATR3,HNRNPK
1633,MATR3,KRT27
1634,MATR3,PCBP3
1635,MATR3,PLEKHG4
1636,STMN4,SELENOK
1637,STMN4,SEC22A
1638,STMN4,CMTM3
1639,STMN4,MALL
1640,STMN4,STX8
1641,STMN4,SNAPC5
1642,STMN4,AGTRAP
1643,STMN4,DIABLO
1644,STMN4,VSTM1
1645,STMN4,MARCHF5
1646,STMN4,ABHD16A
1647,ISL1,ZNF511
1648,ISL1,LDB1
1649,CLCA4,FKBP7
1650,CLCA4,PANX1
1651,CLCA4,SLC39A7
1652,CLCA4,ELOVL4
1653,CLCA4,FAM209A
1654,CLCA4,ERGIC3
1655,CLCA4,GPR42
1656,CLCA4,SLC22A23
1657,CLCA4,RETREG3
1658,CLCA4,MGST3
1659,CLCA4,FCER1G
1660,CLCA4,SLC39A2
1661,CLCA4,SCN3B
1662,CLCA4,AQP2
1663,CLCA4,TMEM154
1664,CLCA4,TMEM51
1665,CLCA4,THAP4
1666,CLCA4,MCFD2
1667,CLCA4,TMEM179B
1668,CLCA4,SPN
1669,CLCA4,SLC35E2A
1670,IGF1,MESD
1671,IGF1,ENKD1
1672,IGF1,BANP
1673,IGF1,TCEANC
1674,IGF1,MKRN3
1675,RALBP1,SMARCE1
1676,RALBP1,PCM1
1677,RALBP1,PPP1R13B
1678,RALBP1,HOOK2
1679,RALBP1,CBY1
1680,RALBP1,CCDC6
1681,RALBP1,AMOTL2
1682,RALBP1,TSFM
1683,RALBP1,CCDC136
1684,RALBP1,GPS2
1685,RALBP1,CREBZF
1686,RALBP1,GAS8
1687,RALBP1,C1orf216
1688,RALBP1,TP53BP2
1689,RALBP1,CCDC88B
1690,RALBP1,MSANTD4
1691,RALBP1,SYCE1
1692,RALBP1,ZNF707
1693,RALBP1,LDOC1
1694,RALBP1,SAPCD2
1695,RALBP1,KANK2
1696,RALBP1,CCHCR1
1697,RALBP1,TCP10L
1698,RALBP1,CCDC13
1699,RUFY3,CAPN3
1700,RUFY3,ABI3
1701,RUFY3,RAB33A
1702,WWTR1,TEAD2
1703,WWTR1,RTN4IP1
1704,WWTR1,C1orf74
1705,WWTR1,IL16
1706,WWTR1,TCP11L1
1707,WWTR1,TEAD1
1708,WWTR1,TEAD4
1709,AGPS,GORASP1
1710,STEEP1,PIBF1
1711,STEEP1,KIF9
1712,STEEP1,RPRD1B
1713,STEEP1,HAT1
1714,PRDM11,FHL2
1715,SNAI2,ZNF76
1716,SNAI2,CSNK2A1
1717,SNAI2,CABP2
1718,CD74,FDFT1
1719,CD74,POMGNT1
1720,CD74,BET1
1721,CD74,TMEM97
1722,CD74,UPK2
1723,CD74,TEX11
1724,CD74,SERP1
1725,CD74,SLC35B1
1726,CD74,SEC22A
1727,CD74,PLP1
1728,CD74,TMEM254
1729,CD74,ERG28
1730,CD74,TMEM243
1731,CD74,TMEM60
1732,CD74,FXYD6
1733,CD74,CMTM7
1734,CD74,CLDN19
1735,CD74,LPAR3
1736,CD74,CLEC7A
1737,CD74,EDDM3B
1738,CD74,C14orf180
1739,CD74,PTCH1
1740,CD74,TMEM120B
1741,CD74,RTP2
1742,CD74,PLPP4
1743,CD74,PGA4
1744,CD74,SMIM1
1745,ZRANB1,USP2
1746,ZRANB1,HOXC8
1747,ZRANB1,LMO3
1748,ZRANB1,ARHGEF5
1749,ZRANB1,TIE1
1750,ZRANB1,GPKOW
1751,ZRANB1,LNX1
1752,ZRANB1,AP1M1
1753,ZRANB1,TRAF4
1754,ZRANB1,DCX
1755,ZRANB1,TOLLIP
1756,ZRANB1,XRCC5
1757,ZRANB1,RAPGEF3
1758,ZRANB1,DUSP13
1759,ZRANB1,MID2
1760,ZRANB1,KIF9
1761,ZRANB1,CDC45
1762,ZRANB1,CDC5L
1763,ZRANB1,POLDIP3
1764,ZRANB1,CBX7
1765,ZRANB1,EIF3D
1766,ZRANB1,BRD1
1767,ZRANB1,SUV39H1
1768,ZRANB1,SYTL4
1769,ZRANB1,ZNF629
1770,ZRANB1,SYT17
1771,ZRANB1,MYEF2
1772,ZRANB1,TLE5
1773,ZRANB1,RASAL3
1774,ZRANB1,LENG1
1775,ZRANB1,PRPF31
1776,ZRANB1,ARRDC2
1777,ZRANB1,ERF
1778,ZRANB1,PBLD
1779,ZRANB1,DDX6
1780,ZRANB1,TBC1D30
1781,ZRANB1,ZBTB24
1782,ZRANB1,PHF1
1783,ZRANB1,BYSL
1784,ZRANB1,ARRDC3
1785,ZRANB1,EHHADH
1786,ZRANB1,ZBTB47
1787,ZRANB1,INO80B
1788,ZRANB1,CDK18
1789,ZRANB1,PRPF3
1790,ZRANB1,PHF19
1791,ZRANB1,NEK6
1792,ZRANB1,HOXB5
1793,ZRANB1,MAGEB4
1794,ZRANB1,PSPC1
1795,ZRANB1,PKN1
1796,ZRANB1,FAM124B
1797,ZRANB1,ENKD1
1798,ZRANB1,FNDC11
1799,ZRANB1,GLIS2
1800,ZRANB1,TNS4
1801,ZRANB1,VAV3
1802,ZRANB1,VEZF1
1803,ZRANB1,TSTD2
1804,ZRANB1,SDCBP
1805,ZRANB1,DTNB
1806,ZRANB1,STAMBPL1
1807,ZRANB1,MFAP1
1808,ZRANB1,BAHD1
1809,ZRANB1,KIFC3
1810,ZRANB1,CBX8
1811,ZRANB1,C1orf35
1812,ZRANB1,METTL21A
1813,ZRANB1,FAM50B
1814,ZRANB1,FARS2
1815,ZRANB1,PPP1R18
1816,ZRANB1,CCDC120
1817,ZRANB1,CWF19L2
1818,ZRANB1,ZNF837
1819,ZRANB1,ZNF599
1820,ZRANB1,FAM161B
1821,ZRANB1,FAIM
1822,ZRANB1,UBASH3A
1823,ZRANB1,IP6K3
1824,ZRANB1,MAGOH
1825,ZRANB1,CCNL1
1826,ZRANB1,METAP1
1827,ZRANB1,RHOBTB3
1828,ZRANB1,IQUB
1829,ZRANB1,GEM
1830,ZRANB1,PRPF18
1831,ZRANB1,POLL
1832,ZRANB1,NUDT21
1833,ZRANB1,ANKRD11
1834,ZRANB1,NUDT16L1
1835,ZRANB1,CNNM3
1836,ZRANB1,ZNF764
1837,ZRANB1,FAM161A
1838,ZRANB1,ZNF581
1839,ZRANB1,POLR1C
1840,ZRANB1,TCEA2
1841,ZRANB1,QARS1
1842,ZRANB1,IL16
1843,ZRANB1,ZNF417
1844,ZRANB1,ZNF497
1845,ZRANB1,TRAF6
1846,ZRANB1,ZNF408
1847,ZRANB1,TSGA10IP
1848,ZRANB1,ZNF575
1849,ZRANB1,TCEANC
1850,ZRANB1,CCDC185
1851,ZRANB1,CPNE7
1852,ZRANB1,ZNF552
1853,ZRANB1,GADD45GIP1
1854,ZRANB1,ZNF648
1855,ZRANB1,ZNF792
1856,ZRANB1,ZNF438
1857,ZRANB1,THAP7
1858,ZRANB1,WT1
1859,ZRANB1,ZNF17
1860,ZRANB1,MPPED1
1861,ZRANB1,TSPYL4
1862,ZRANB1,PLEKHN1
1863,ZRANB1,DNAJB13
1864,ZRANB1,MCRS1
1865,ZRANB1,CARD9
1866,ZRANB1,ZNF490
1867,ZRANB1,ZNF250
1868,ZRANB1,ZNF124
1869,ZRANB1,ZNF775
1870,ZRANB1,TRAPPC2
1871,ZRANB1,KANK2
1872,ZRANB1,ZNF587
1873,ZRANB1,PNMA5
1874,ZRANB1,STK19
1875,ZRANB1,GPANK1
1876,ZRANB1,RNPS1
1877,ZRANB1,JRK
1878,ZRANB1,CCDC13
1879,ZRANB1,TRAPPC2B
1880,ZRANB1,CCDC187
1881,ZRANB1,TBC1D3G
1882,ZRANB1,GAS2L2
1883,ZRANB1,TBC1D3K
1884,ZRANB1,TBC1D3
1885,ZRANB1,TBC1D3B
1886,ZRANB1,TBC1D3C
1887,NCDN,KRT75
1888,NCDN,EFHC2
1889,NCDN,ZNF398
1890,NCDN,ZBED1
1891,ADGRA2,CCNDBP1
1892,ZFP64,TAB2
1893,SAMD4A,PRDM6
1894,SAMD4A,MEOX2
1895,SAMD4A,PRKAB2
1896,SAMD4A,MTUS2
1897,SAMD4A,BAG4
1898,SAMD4A,HSF2BP
1899,SAMD4A,ANKRA2
1900,SAMD4A,TBC1D21
1901,SAMD4A,NFKBID
1902,SAMD4A,NUTM1
1903,RUNX3,CBFB
1904,RUNX3,GUCD1
1905,PLEKHB1,GLIS2
1906,PLEKHB1,RAP1GDS1
1907,PLEKHB1,VENTX
1908,PLEKHB1,BAG3
1909,PLEKHB1,C10orf55
